geometry,lat,lon,name,facility_type,category,priority,addr:street,addr:city,addr:postcode,phone,website,opening_hours,operator,capacity,building
POINT (112.6108218 -7.2428127),-7.2428127,112.6108218,Posyandu RW IV Pakal,clinic,healthcare,1,,,,,,,,,
POINT (112.7961373 -7.3247345),-7.3247345,112.7961373,Madrasah Tsanawiyah Negeri 3 Surabaya,school,education,2,,,,,,,,,
POINT (112.7417877 -7.33758),-7.33758,112.7417877,TK Hidayatullah,kindergarten,education,2,,,,,,,,,
POINT (112.7363945 -7.3403897),-7.3403897,112.7363945,Puskesmas siwalankerto,clinic,healthcare,1,,,,,,,,,
POINT (112.6546471 -7.2949371),-7.2949371,112.6546471,British education center,school,education,2,,,,+62317422630,,,,,
POINT (112.7683067 -7.309533),-7.309533,112.7683067,GBI Blessing Center,place_of_worship,community,4,Jalan Panjang Jiwo Permai,,,,,,,,
POINT (112.7051431 -7.2757952),-7.2757952,112.7051431,Sakamoto Kupang Jaya,school,education,2,Raya Kupang Jaya Kav. 10/1AM Surabaya,,60189,+6281938029374,,Mo-Fr 00:00-19:00; Sa 09:00-17:00,,,
POINT (112.6554456 -7.2874613),-7.2874613,112.6554456,Sukses,pharmacy,healthcare,1,,,,,,,,,
POINT (112.6738234 -7.2889798),-7.2889798,112.6738234,Al-Ghuroba',place_of_worship,community,4,,,,,,,,,
POINT (112.7397892 -7.2425279),-7.2425279,112.7397892,SPBU Pertamina Stasiun Kota 5460144,fuel,transport,3,,,,,,,PT Pertamina,,
POINT (112.7738642 -7.2585852),-7.2585852,112.7738642,SPBU Pertamina Ploso Baru Sidoarjo,fuel,transport,3,,,,,,,PT Pertamina,,
POINT (112.6889733 -7.2927502),-7.2927502,112.6889733,Kelt,school,education,2,,,,,,,,,
POINT (112.7409149 -7.2573817),-7.2573817,112.7409149,TK Kartini Genteng,kindergarten,education,2,,,,,,,,,
POINT (112.6460184 -7.2789331),-7.2789331,112.6460184,Khay ming Montessori,school,education,2,,,,,http://www.khayming.com/,Mo-Fr 08:00-16:00; Sa 08:00-12:00,,,
POINT (112.6693868 -7.2641376),-7.2641376,112.6693868,TK Kurnia Rachmad,kindergarten,education,2,,,,,,,,,
POINT (112.6548543 -7.2914791),-7.2914791,112.6548543,Learn chenese,school,education,2,,,,+62 031 83637770,,,,,
POINT (112.7300092 -7.2239242),-7.2239242,112.7300092,SMP NEGERI 7 SURABAYA,school,education,2,Jalan Tanjung Sadari,,,,,,,,
POINT (112.7289865 -7.2348569),-7.2348569,112.7289865,Balai RW 2 Kelurahan Kemayoran,government,government,3,Krembangan Bhakti,,,,,,,,
POINT (112.7312495 -7.2342405),-7.2342405,112.7312495,GPIB PNIEL Surabaya,place_of_worship,community,4,,,,0313521600,,Tu-Sa 09:00-17:00; Su 06:00-20:00,,,
POINT (112.7269531 -7.2583922),-7.2583922,112.7269531,Pengadilan Negeri Surabaya,courthouse,government,3,Jalan Raya Arjuna,,,,,Mo-Sa 09:00-16:00,,,
POINT (112.7489868 -7.2698348),-7.2698348,112.7489868,Pengadilan Tinggi Jawa Timur,courthouse,government,3,Jalan Sumatera,,,,,Mo-Sa 09:00-16:00,,,
POINT (112.7405982 -7.2099859),-7.2099859,112.7405982,GPIB GALILEA Surabaya,place_of_worship,community,4,,,,,,,,,
POINT (112.6580057 -7.2822742),-7.2822742,112.6580057,,police,emergency,1,,,,,,,,,
POINT (112.7294967 -7.2393533),-7.2393533,112.7294967,Apotek Siaga,pharmacy,healthcare,1,Jalan Krembangan Baru,,,,,,,,
POINT (112.6499633 -7.3014549),-7.3014549,112.6499633,GBI Family Blessing,place_of_worship,community,4,,,,+6281358142118,https://www.gbifamilyblessing.org/,,,,
POINT (112.6635997 -7.3151635),-7.3151635,112.6635997,Notredame Adventure park,community_centre,community,4,,,,,,,,,
POINT (112.6564141 -7.2847798),-7.2847798,112.6564141,Glory,pharmacy,healthcare,1,,,,,,,,,
POINT (112.6762888 -7.2928675),-7.2928675,112.6762888,Ivy,school,education,2,,,,,http://ivyschool.sch.id,,,,
POINT (112.6791155 -7.287495),-7.287495,112.6791155,Gigi Sehat,dentist,healthcare,1,,,,+6285100728639,http://gigisehatdental.net/,"Mo-Fr 08:00-13:30, 15:00-21:00; Sa 15:00-18:00",,,
POINT (112.6791875 -7.2874209),-7.2874209,112.6791875,,clinic,healthcare,1,,,,,,,,,
POINT (112.6551111 -7.2858523),-7.2858523,112.6551111,Gki citraland,place_of_worship,community,4,,,,,,,,,
POINT (112.6481727 -7.2895712),-7.2895712,112.6481727,Ezmo,dentist,healthcare,1,,,,+6282228888717,https://ezmodental.com/,,,,
POINT (112.6757492 -7.2915588),-7.2915588,112.6757492,Shell,fuel,transport,3,,,,,,,,,
POINT (112.7588868 -7.2784744),-7.2784744,112.7588868,Apotek Meliana,pharmacy,healthcare,1,,,,,,,,,
POINT (112.7778929 -7.2808796),-7.2808796,112.7778929,Kardia Medika,pharmacy,healthcare,1,,,,,,,,,
POINT (112.7779573 -7.2808876),-7.2808876,112.7779573,Surabaya Heart & Vascular Clinic,clinic,healthcare,1,,,,,,,,,
POINT (112.7642566 -7.2800335),-7.2800335,112.7642566,LBC Manyar Kertoarjo,clinic,healthcare,1,,,,,,,,,
POINT (112.7750632 -7.2801133),-7.2801133,112.7750632,Biotest,clinic,healthcare,1,,,,,,,,,
POINT (112.6077531 -7.2263411),-7.2263411,112.6077531,,place_of_worship,community,4,,,,,,,,,
POINT (112.776598 -7.2873131),-7.2873131,112.776598,Masjid Universitas Narotama,place_of_worship,community,4,Jl. Arif Rahman Hakim,"Klampis Ngasem, Sukolilo, Surabaya",60117,,,,,,
POINT (112.7635541 -7.2262189),-7.2262189,112.7635541,Nurul Huda Mosque,place_of_worship,community,4,Jalan Randu Timur Lebar,Surabaya,,,,,,,
POINT (112.7711764 -7.2430511),-7.2430511,112.7711764,Masjid An-Najah,place_of_worship,community,4,Jalan Gading I,Surabaya,,,,,,,
POINT (112.7698611 -7.2436653),-7.2436653,112.7698611,Gereja Cornelius,place_of_worship,community,4,Jalan Gading II,Surabaya,,,,,,,
POINT (112.7776455 -7.2450179),-7.2450179,112.7776455,Gereja Kristen Indonesia,place_of_worship,community,4,Jalan Lebak Jaya III,Surabaya,,,,,,,
POINT (112.7905082 -7.2380385),-7.2380385,112.7905082,Pura Segara,place_of_worship,community,4,Jalan Memet Sastrowiryo,Surabaya,60121,,,,,,
POINT (112.7436015 -7.2221849),-7.2221849,112.7436015,Masjid  Riyadhul Muttaqin,place_of_worship,community,4,Jl. Hangtuah 3,Surabaya,60155,,,,,,
POINT (112.7698137 -7.2304662),-7.2304662,112.7698137,Masjid Miftahul Jabbar,place_of_worship,community,4,Jalan Tanah Merah I,Surabaya,,,,,,,
POINT (112.7727889 -7.2199129),-7.2199129,112.7727889,Masjid Attinah,place_of_worship,community,4,Jalan Kedinding Lor Gang Masjid,Surabaya,,,,,,,
POINT (112.7797039 -7.2236425),-7.2236425,112.7797039,Masjid An Nahar,place_of_worship,community,4,Jalan Kedinding Tengah  I,Surabaya,,,,,,,
POINT (112.7099192 -7.3164404),-7.3164404,112.7099192,Polisi Sektor Karang Pilang,police,emergency,1,Jalan Raya Mastrip Kedurus,Surabaya,60223,031-7663528,,Mo-Fr 08:00-17:00,,,
POINT (112.6311821 -7.3029984),-7.3029984,112.6311821,Pasar Surya Lakarsantri,marketplace,community,4,Jl. Lakarsantri,Surabaya,60211,,,Mo-Su 06:00-16:00,Pemerintah Kota Surabaya,,
POINT (112.715416 -7.2523872),-7.2523872,112.715416,Pasar Asemrowo,marketplace,community,4,Jalan Asemrowo,Surabaya,,,,"Setiap Hari, Pukul 05.00-13.00",Pasar Surya,,
POINT (112.7628685 -7.305102),-7.305102,112.7628685,Pondok Pesantren Darussaadah,school,education,2,"Jl. Jangkungan I No.9, Ngenden Jangkungan, Sukolilo, Kota SBY, Jawa Timur",Surabaya,60118,,,,,,
POINT (112.7375946 -7.2561789),-7.2561789,112.7375946,Dinas Perdagangan Kota Surabaya,government,government,3,Jalan Tunjungan,Surabaya,60275,+62 31 99242422,http://disperdagin.surabaya.go.id/,Mo-Sa 08:00-05:00,,,
POINT (112.6124039 -7.2322653),-7.2322653,112.6124039,Kepolisian Sektor Pakal,police,emergency,1,Jalan Raya Kauman Baru,SURABAYA,60195,,,Mo-Fr 08:00-17:00,,,
POINT (112.7628127 -7.2617071),-7.2617071,112.7628127,Pondok Pesantren Miftachus Sunnah,school,education,2,"Jl. Kedung Tarukan No.100, Pacar Kembang,",Tambak Sari Surabaya,60285,(031) 5995181,,,,,
POINT (112.7612815 -7.2346461),-7.2346461,112.7612815,Masjid Al Amin,place_of_worship,community,4,"Jalan Platuk Gg. Langgar RT. 001/RW. 002, Sidotopo Wetan, Kenjeran","Kota Surabaya, Jawa Timur",60128,,,,,100-250,
POINT (112.7737337 -7.2330286),-7.2330286,112.7737337,Masjid Al Faroch,place_of_worship,community,4,"Jalan Bulak Rukem Timur 2, Bulak","Surabaya, Jatimur",60124,,,,,,
POINT (112.6991972 -7.2689135),-7.2689135,112.6991972,Kepolisian Sektor Sukomanunggal,police,emergency,1,Jalan Sukomanunggal Jaya VIII,Surabaya,60281,,,Mo-Fr 08:00-17:00,,,
POINT (112.6840269 -7.2765179),-7.2765179,112.6840269,Kepolisian Sektor Tandes,police,emergency,1,Jalan Simpang Darmo Permai Utara,Surabaya,60226,,,Mo-Fr 08:00-17:00,,,
POINT (112.746524 -7.2383544),-7.2383544,112.746524,Kepolisian Sektor Simokerto,police,emergency,1,Jalan Kapasan Lor,Surabaya,60145,+62 31 3765505,,Mo-Fr 08:00-17:00,,,
POINT (112.7483715 -7.2556109),-7.2556109,112.7483715,Kepolisian Sektor Genteng,police,emergency,1,Jalan Ambengan,Surabaya,60179,+62 31 5341054,gentengpolsek@gmail.com,Mo-Fr 08:00-17:00,,,
POINT (112.7711928 -7.3383883),-7.3383883,112.7711928,POLSEK RUNGKUT,police,emergency,1,JALAN Kyai Abdul Karim,SURABAYA,,,,,,,
POINT (112.7553803 -7.2574505),-7.2574505,112.7553803,POLSEK TAMBAKSARI,police,emergency,1,JALAN MENDUT,SURABAYA,60131,,,,,,
POINT (112.7562671 -7.3304306),-7.3304306,112.7562671,POLSEK TENGGILIS MEJOYO,police,emergency,1,JALAN RUMGKUT INDUSTRI,SURABAYA,60291,,,,,,
POINT (112.7653501 -7.2317762),-7.2317762,112.7653501,Masjid At Taqwa,place_of_worship,community,4,"Jalan Randu Timur, Tanah Kali Kedinding, Kenjeran","Kota Surabaya, Jawa Timur",60128,,,,,100-250,
POINT (112.764937 -7.2315241),-7.2315241,112.764937,Masjid Subulussalam,place_of_worship,community,4,"Jalan Platuk, Sidotopo Wetan, Kenjeran","Kota Surabaya, Jawa Timur",60128,,,,,,
POINT (112.7766045 -7.2113849),-7.2113849,112.7766045,Masjid Nurul Huda,place_of_worship,community,4,Jalan Tambak Wedi Masjid Gang I,"Surabaya, Jawa Timur",60126,031-51501706,,,,100+,
POINT (112.7726992 -7.2100305),-7.2100305,112.7726992,Masjid Al Mukhlis,place_of_worship,community,4,Tambak Wedi Barat Gang Suroso I,"Surabaya, Jawa Timur",60126,,,,,,
POINT (112.7684517 -7.2287338),-7.2287338,112.7684517,Masjid Al Ikhlas,place_of_worship,community,4,Jalan Tanah Merah IV Gang Langgar,"Surabaya, Jawa Timur",60129,,,,,,
POINT (112.7702136 -7.2285791),-7.2285791,112.7702136,Masjid Nurul Hidayah,place_of_worship,community,4,Jalan Tanah Merah Indah,"Surabaya, Jawa Timur",60129,0813-3180-1891,,,,,
POINT (112.7775935 -7.2875402),-7.2875402,112.7775935,masjid an-nur,place_of_worship,community,4,Jalan Klampis Aji Tengah II,"Klampis Ngasem, Sukolilo, Surabaya, East Java",60117,,,,,,
POINT (112.7745653 -7.2859372),-7.2859372,112.7745653,masjid achmad,place_of_worship,community,4,Jalan Klampis Ngasem,"Klampis Ngasem, Sukolilo, Surabaya, East Java",60117,,,,,,
POINT (112.7730675 -7.2898399),-7.2898399,112.7730675,Masjid haqqul yaqien,place_of_worship,community,4,Jalan Menur Pumpungan,"Klampis Ngasem, Sukolilo, Surabaya, East Java",60117,,,,,,
POINT (112.7830748 -7.2891042),-7.2891042,112.7830748,masjid assakienah,place_of_worship,community,4,Jalan Arief Rahman Hakim,"Keputih, Sukolilo, Surabaya, East Java",601117,,,,,,
POINT (112.7362213 -7.2275354),-7.2275354,112.7362213,Masjid Sholihin,place_of_worship,community,4,Jalan Muteran V,Surabaya,60163,,,,,,
POINT (112.7332236 -7.2301152),-7.2301152,112.7332236,Masjid Nurul Falah,place_of_worship,community,4,Jalan Tambak Gringsing II,"Krembangan, East Java, Surabaya",60163,,,,,,
POINT (112.7360795 -7.2304286),-7.2304286,112.7360795,Masjid Salman,place_of_worship,community,4,Jalan Kelasi,Krembangan Utara,60175,,,,,,
POINT (112.7300246 -7.2332645),-7.2332645,112.7300246,Gereja Pantekosta Indonesia,place_of_worship,community,4,Jalan Rajawali,Surabaya,60164,,,,,,
POINT (112.7423278 -7.2317656),-7.2317656,112.7423278,Masjid Ampel,place_of_worship,community,4,Jalan Gubah Kidul,"Ampel, Semampir, Kota SBY, Jawa Timur, Indonesia",60151,,,,,,
POINT (112.7323178 -7.2309871),-7.2309871,112.7323178,Masjid Dakwah Pemuda,place_of_worship,community,4,Jalan Sampoerna,"Krembangan, East Java, Surabaya",60163,,,,,,
POINT (112.7602304 -7.2889791),-7.2889791,112.7602304,Gereja Katolik Santa Maria Tak Bercela (SMTB),place_of_worship,community,4,Jalan Ngagel Madya,"Bratajaya, Gubeng, Surabaya",60264,(031) 5040919,,,,,
POINT (112.7741316 -7.2181029),-7.2181029,112.7741316,Masjid Muhajirin,place_of_worship,community,4,Jalan Tambak Wedi Baru,"Surabaya, Jawa TImur",60126,,,,,,
POINT (112.7628675 -7.2206283),-7.2206283,112.7628675,Masjid Al Muhajirin,place_of_worship,community,4,Jalan Bulak Banteng Wetan VIII,"Surabaya, Jawa Timur",60128,,,,,,
POINT (112.7636967 -7.2098461),-7.2098461,112.7636967,Masjid Al Hikmah,place_of_worship,community,4,Jalan Naga Banda VII,"Surabaya, Jawa Timur",60128,,,,,250,
POINT (112.7746458 -7.2163556),-7.2163556,112.7746458,Masjid Baitul Kholiq,place_of_worship,community,4,Jalan Tambak Wedi Baru Gang V,"Surabaya, Jawa TImur",60126,,,,,,mosque
POINT (112.7828274 -7.223422),-7.223422,112.7828274,Masjid Ar Rahman,place_of_worship,community,4,Jalan Kedinding Lor Gang Manggis,"Surabaya, Jawa Timur",60129,(031) 51500473,,,,,mosque
POINT (112.7734243 -7.2249265),-7.2249265,112.7734243,Masjid Al Furqon,place_of_worship,community,4,Jalan Kedinding Tengah II,"Surabaya, Jawa Timur",60129,,,,,,mosque
POINT (112.772666 -7.2286981),-7.2286981,112.772666,Masjid Al Fattah,place_of_worship,community,4,Jalan Kalilom Lor III,"Surabaya, Jawa Timur",60129,,,,,,mosque
POINT (112.7745973 -7.2295044),-7.2295044,112.7745973,Masjid As Sidiq,place_of_worship,community,4,Jalan Kedung Cowek,"Surabaya, Jawa Timur",60129,,,,,,mosque
POINT (112.7760309 -7.2289715),-7.2289715,112.7760309,Masjid Al Amanah,place_of_worship,community,4,Jalan Kalilom Lor Indah,"Surabaya, Jawa Timur",60129,,,,,,mosque
POINT (112.765145 -7.2324978),-7.2324978,112.765145,Gereja Katolik Ratu Pecinta Damai,place_of_worship,community,4,Jalan Pogot Baru,"Kota Surabaya, Jawa Timur",60129,(031) 371-1544,,,,,
POINT (112.764436 -7.2307497),-7.2307497,112.764436,Gereja Cahaya Kasih,place_of_worship,community,4,Jalan Randu,"Kota Surabaya, Jawa Timur",60128,(031) 3716232,,,,,
POINT (112.7707643 -7.2275218),-7.2275218,112.7707643,Gereja Immanuel,place_of_worship,community,4,Jalan Tanah Merah Indah,"Surabaya, Jawa Timur",60129,0812-3783-1760,,,,,church
POINT (112.7680385 -7.2311015),-7.2311015,112.7680385,Masjid Umar,place_of_worship,community,4,Jalan Tanah Merah II,"Kota Surabaya, Jawa Timur",60129,,,,H. Ahmad Ghozali,,mosque
POINT (112.7583265 -7.225839),-7.225839,112.7583265,Masjid Jadidah,place_of_worship,community,4,Jalan Tenggumung Baru,"Kota Surabaya, Jawa Timur",,,,,H. M Salim,,mosque
POINT (112.7360039 -7.2491616),-7.2491616,112.7360039,Greja Kristen Jawi Wetan (GKJW) Surabaya,place_of_worship,community,4,Jalan Bubutan,"Surabaya Pusat, Jawa Timur, Indonesia",60174,(031) 5023302,,,,,
POINT (112.7651434 -7.2772709),-7.2772709,112.7651434,Huria Kristen Batak Protestan,place_of_worship,community,4,"Jalan Manyar Kertoarjo XIII No.33, RT.000/RW.00, Mojo, Gubeng, Kota SBY,","Manyar Sabrangan, Surabaya",60285,,,,,,
POINT (112.7643622 -7.2771589),-7.2771589,112.7643622,Masjid Baitul Muttaqin,place_of_worship,community,4,Jalan Sukodami I,"Mojo, Gubeng, Surabaya",60285,,,,,,
POINT (112.763979 -7.2762097),-7.2762097,112.763979,Masjid Al Anshor,place_of_worship,community,4,Jalan Kalidami IV,"Mojo, Gubeng, Surabaya",60285,,,,,,
POINT (112.7653979 -7.2761645),-7.2761645,112.7653979,Masjid Baitut Taubah,place_of_worship,community,4,Jalan Kalidami VII,"Mojo, Gubeng, Surabaya",60285,,,,,,
POINT (112.7669898 -7.2763507),-7.2763507,112.7669898,Musholah An - Nur,place_of_worship,community,4,Jalan Jojoran Baru II,"Mojo, Gubeng, Surabaya",60285,,,,,,
POINT (112.7671373 -7.276509),-7.276509,112.7671373,Musholah Al - jabar,place_of_worship,community,4,Jalan Jojoran Baru II,"Mojo, Gubeng, Surabaya",60285,,,,,,
POINT (112.7677528 -7.2769893),-7.2769893,112.7677528,Masjid Baitul Muttaqien,place_of_worship,community,4,Jalan Jojoran IV,"Mojo, Gubeng, Surabaya",60285,,,,,,
POINT (112.7686554 -7.2750963),-7.2750963,112.7686554,Masjid Istiqoomah,place_of_worship,community,4,Jalan Jojoran III D,"Mojo, Gubeng, Surabaya",60285,,,,,,
POINT (112.7408632 -7.2422439),-7.2422439,112.7408632,Masjid Nurul Ihsan,place_of_worship,community,4,Jalan Stasiun Kota,"Bongkaran, Pabean Cantian, Kota SBY, Jawa Timur, Indonesia",60161,,,,,,mosque
POINT (112.7496781 -7.285283),-7.285283,112.7496781,masjid jami al jihad,place_of_worship,community,4,Jalan Kalibokor II,"Pucang Sewu, Surabaya jawa timur indonesia",60283,,,,,,
POINT (112.7720591 -7.2757854),-7.2757854,112.7720591,GBIS Taman Getsemani,place_of_worship,community,4,Jalan Dharmahusada Indah Barat V,"Mojo, Gubeng, Surabaya",60285,,,,,,
POINT (112.7759703 -7.2766592),-7.2766592,112.7759703,Gereja Orthodox Paroki Js. Iona Manchuria (Rocor),place_of_worship,community,4,Jalan Dharmahusada Indah Selatan VII,"Mulyorejo, Surabaya",60115,,,,,,
POINT (112.7764558 -7.2779789),-7.2779789,112.7764558,Musholla Darussalam,place_of_worship,community,4,Jalan Manyar Tegal,"Mulyorejo, Surabaya",60115,,,,,,
POINT (112.7789691 -7.277806),-7.277806,112.7789691,Masjid Nur Hidayah,place_of_worship,community,4,Jalan Manyar Tegal,Mulyorejo,60115,,,,,,
POINT (112.7805623 -7.2809987),-7.2809987,112.7805623,Masjid Al-Qoni,place_of_worship,community,4,Jalan Raya Kertajaya Indah,"Manyar Sabrangan, Mulyorejo, Kota Surabaya, Jawa Timur, Indonesia",60116,,,,,,
POINT (112.7797869 -7.2560496),-7.2560496,112.7797869,Masjid Salamul Ma'Ruf,place_of_worship,community,4,Jl. Kalijudan XI,Kel. Kaliyudan Kec. Mulyorejo Kota Surabaya Jawa Timu,60114,,,,,,
POINT (112.7870399 -7.2608826),-7.2608826,112.7870399,Masjid Salman Alfarisi,place_of_worship,community,4,Jalan Sutorejo,Surabaya,60115,,,,,,
POINT (112.7790849 -7.2929509),-7.2929509,112.7790849,gereja wisma mukti,place_of_worship,community,4,Jl. Klampis Anom XIII,"Klampis Ngasem, Sukolilo, Kota SBY, Jawa Timur 60117",,,,,,,
POINT (112.8003664 -7.267916),-7.267916,112.8003664,Masjid Syamsul Falah,place_of_worship,community,4,Jalan Bhaskara III,Surabaya,60112,,,,,,
POINT (112.7348305 -7.2284506),-7.2284506,112.7348305,Masjid Nur,place_of_worship,community,4,Jalan Dapuan Baru IV,"Krembangan, East Java, Surabaya",60163,,,,,,mosque
POINT (112.7699773 -7.2853118),-7.2853118,112.7699773,gereja kristen indonesia manyar,place_of_worship,community,4,Jl. Manyar Tirtoasri VII,"Klampis Ngasem, Sukolilo, Kota SBY, Jawa Timur",60118,,,,,,
POINT (112.7776755 -7.3063612),-7.3063612,112.7776755,Gereja Bethany Indonesia Tanjung Sari,place_of_worship,community,4,Jalan Semampir Barat Gang IV,"Semolowaru, Sukolilo, Surabaya, East Java",60119,,,,,,
POINT (112.7636814 -7.2822481),-7.2822481,112.7636814,Masjid Al Anwar,place_of_worship,community,4,Jalan Manyar Dukuh,Surabaya,60116,,,,,,
POINT (112.7785982 -7.3049924),-7.3049924,112.7785982,Masjid Sholihul Amin,place_of_worship,community,4,Jalan Medokan Semampir Gang Masjid,"Medokan Semampir, Sukolilo, Surabaya",60119,,,,,,
POINT (112.7735354 -7.2781217),-7.2781217,112.7735354,gereja reformed injil indonesia,place_of_worship,community,4,Jl. Kertajaya Indah II,"Jl. Kertajaya Ind Manyar Sabrangan, Mulyorejo, Kota SBY, Jawa Timur",60116,,,,,,
POINT (112.7666278 -7.2829651),-7.2829651,112.7666278,Masjid Al-Hadits,place_of_worship,community,4,Jalan Manyar Sabrangan IX,"Mojo, Gubeng, Kota SBY, Jawa Timur, Indonesia",60116,,,,,,
POINT (112.7651179 -7.2772738),-7.2772738,112.7651179,gereja kristen batak protestan,place_of_worship,community,4,jalan Manyar Kertoarjo XIII,"Mojo, Gubeng, Surabayaalan Manyar Kertoarjo XIII No.Mojo, Gubeng, Kota SBY, Jawa Timur",,,,,,,
POINT (112.7610443 -7.2776853),-7.2776853,112.7610443,gereja torsina,place_of_worship,community,4,Jl. Gubeng Kertajaya XIII D,"No 21, Jl. Gubeng K Airlangga, Gubeng, Kota SBY, Jawa Timur",60286,,,,,,
POINT (112.7929673 -7.2753669),-7.2753669,112.7929673,Masjid Ahmad Yani,place_of_worship,community,4,Jalan Tegal Mulyorejo Baru,Surabaya,60115,,,,,,
POINT (112.7622843 -7.2742677),-7.2742677,112.7622843,gereja bethel indonesia,place_of_worship,community,4,Jl. Karang Menjangan,"JAirlangga, Gubeng, Kota SBY, Jawa Timur",60286,,,,,,
POINT (112.7329397 -7.2138311),-7.2138311,112.7329397,Yayasan Masjid Mujahidin,place_of_worship,community,4,Jalan Teluk Aru,"Kota Surabaya, jawa Timur",60165,,,,,,mosque
POINT (112.74967 -7.2852108),-7.2852108,112.74967,Masjid Jami al hijad,place_of_worship,community,4,Jalan Kalibokor II,"Pucang Sewu, Surabaya jawa timur indonesia",60283,,,,,,
POINT (112.7719949 -7.2728339),-7.2728339,112.7719949,Gereja Kemah Injil Indonesia Surabaya,place_of_worship,community,4,Jl. Dharmahusada Indah Barat III,"Mojo, Gubeng, Kota SBY, Jawa Timur",60285,,,,,,
POINT (112.7538 -7.2781841),-7.2781841,112.7538,gereja imanat rasani,place_of_worship,community,4,Jl. Kertajaya,"Jl. KertaAirlangga, Gubeng, Kota SBY, Jawa Timur",60286,,,,,,
POINT (112.7525564 -7.2770261),-7.2770261,112.7525564,Masjid Jami'ul Fawaid,place_of_worship,community,4,Jalan Gubeng Kertajaya V Raya,"GubeAirlangga, Gubeng, Kota SBY, Jawa Timur",60286,,,,,,
POINT (112.7793303 -7.2652604),-7.2652604,112.7793303,Masjid Machfudz,place_of_worship,community,4,Jl. Mulyorejo Tengah,Surabaya,60115,,,,,,
POINT (112.7542175 -7.2770315),-7.2770315,112.7542175,Gereja Allah adalah Kasih,place_of_worship,community,4,JL. Gubeng Kertajaya V A,"Airlangga, Gubeng, Surabaya City, East Java",60286,,,,,,
